texto,label
"E COM RELAÇÃO AO TRATAMENTO PRECOCE, A UNIVERSIDADE DE OXFORD FEZ UM ESTUDO E PROVOU QUE A IVERMECTINA TEM EFICÁCIA, SIM, NO TRATAMENTO PRECOCE CONTRA A COVID.",6
"RATIFICAÇÃO: GEORGE ANTUNES DE OLIVEIRA – SECRETÁRIO MUNICIPAL DE SAÚDE NATAL, 23 DE MARÇO DE 2021COLETA DE PREÇOS EMERGENCIAL Nº 026/2021A SECRETARIA MUNICIPAL DE SAÚDE, LOCALIZADA NA RUA FABRÍCIO PEDROSA, 915 – EDFº NOVOTEL LADEIRA DO SOL, 1º PISO – AREIA PRETA, NESTA CAPITAL, OBJETIVANDO A PUBLICIDADE DOS ATOS PRECONIZADOS PELA ADMINISTRAÇÃO, E COM BASE NA LEI 8666/1993, TORNA PÚBLICO PARA CONHECIMENTO OS PROCEDIMENTOS DA COLETA DE PREÇOS ABAIXO ESPECIFICADA: COLETA DE PREÇOS EMERGENCIAL Nº 026/2021 -  PROCESSO Nº 002152/2021-91 – OBJETO: AQUISIÇÃO DE IVERMECTINA 6MG PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE DE NATAL-RN, NO COMBATE AO COVID-19.",0
"1º FICA A SECRETARIA MUNICIPAL DE SAÚDE – SUS/NATAL, AUTORIZADA A DISPONIBILIZAR, GRATUITAMENTE, 01 (UM) KIT DE MEDICAMENTOS AOS PACIENTES INFECTADOS PELA COVID-19 QUE POSSUAM RECEITA MÉDICA COM A INDICAÇÃO DE TRATAMENTO COM TAIS FÁRMACOS COMO HIDROXICLOROQUINA, CLOROQUINA, IVERMECTINA AZITROMICINA OU OUTROS FÁRMACOS QUE VENHAM A SER LIBERADOS E PRECONIZADOS PELO MINISTÉRIO DA SAÚDE, CONSELHO FEDERAL DE MEDICINA (CFM) E CONSELHO REGIONAL DE MEDICINA – RN (CREMERN).",6
NOTA TÉCNICA DA SMS/SUBHUE ORIENTAÇÃO SOBRE O PROTOCOLO DE UTILIZAÇÃO DE CLOROQUINA OU HIDROXICLOROQUINA NAS UNI-DADES DE SÁUDE DA REDE DE ATENÇÃO HOSPITALAR DA SECRETARIA MUNICIPAL DO RIO DE JANEIRO FREN-TE À PANDEMIA DO COVID-19CONSIDERANDO QUE A ORGANIZAÇÃO MUNDIAL DE SAÚDE CLASSIFICOU A DOENÇA PELO CORONAVÍRUS 2019 (COVID-19) COMO UMA PANDEMIA.CONSIDERANDO QUE O RIO DE JANEIRO ENCONTRA-SE EM FASE DE TRANSMISSÃO COMUNITÁRIA DO VÍRUS.CONSIDERANDO AS REGULAMENTAÇÕES DO MINISTÉRIO DA SAÚDE E SECRETARIA E MUNICIPAL DE SAÚDE PARA ENFRENTAMENTO DA PANDEMIA PELO CORONAVÍRUS 2019 (COVID-19).CONSIDERANDO A NECESSIDADE DE PADRONIZAÇÃO DO TRATAMENTO NAS UNIDADES DE SAÚDE.,6
"SALVADOR, 19 DE MARÇO DE 2020STELA GLEIDE OLIVEIRA SANTANA COORDENADORA AVISO DE CONVOCAÇÃO A COORDENADORIA ADMINISTRATIVA TORNA PÚBLICO PARA CONHECIMENTO DOS INTERESSADOS QUE SERÃO REALIZADAS COTAÇÕES DE PREÇOS, CONFORME ABAIXO>COTAÇÃO DE PREÇO Nº 1272/2020, AQUISIÇÃO DO MEDICAMENTO HIDROXICLOROQUINA SULFATO 400MG, VISANDO A CONTINUIDADE NO ATENDIMENTO AOS PACIENTES DA REDE MUNICIPAL DE SAÚDE / SMS, TENDO EM VISTA SURTO DE PANDEMIA DO VÍRUS COVID - 19.",6
"CHAMADA PÚBLICA Nº 003/SMS/2020 - O MUNICÍPIO DE FLORIANÓPOLIS, POR INTERMÉDIO DA SECRETARIA MUNICIPAL DE SAÚDE (SMS), COM SEDE NA AVENIDA PROF. HENRIQUE DA SILVA FONTES, N° 6.100 – TRINDADE, FLORIANÓPOLIS/SC, TORNA PÚBLICO O PRESENTE EDITAL DE CHAMADA PÚBLICA DESTINADO A PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19, CONFORME DESCRIÇÕES CONTIDAS NO TERMO DE REFERÊNCIA.",7
"52                    ANEXOS  HTTP://WWW.PMF.SC.GOV.BR/GOVERNO/INDEX.PHP?PAGINA=GOVDIARIOOFICIAL CHAMADA PÚBLICA Nº 003/SMS/2020  INSTRUÇÕES AOS PROPONENTES  O MUNICÍPIO DE FLORIANÓPOLIS, POR INTERMÉDIO DA SECRETARIA MUNICIPAL DE SAÚDE (SMS), COM SEDE NA AVENIDA PROFESSOR HENRIQUE DA SILVA FONTES, Nº 6100, BAIRRO TRINDADE, NA CIDADE DE FLORIANÓPOLIS/SC, TORNA PÚBLICO O PRESENTE EDITAL DE CHAMADA PÚBLICA DESTINADO A PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19, CONFORME DESCRIÇÕES CONTIDAS NO TERMO DE REFERÊNCIA (ANEXO I).",7
"DO OBJETO   A PRESENTE CHAMADA PÚBLICA TEM COMO OBJETO O CREDENCIAMENTO DE PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19, CONFORME DESCRIÇÕES CONTIDAS NO TERMO DE REFERÊNCIA EM ANEXO.",7
"APRESENTAÇÃO  CONSIDERANDO A NOTA INFORMATIVA Nº 9/2020-SE/GAB/SE/MS, QUE TRAZ ORIENTAÇÕES PARA MANUSEIO MEDICAMENTOSO PRECOCE DE PACIENTES COM DIAGNÓSTICO DA COVID-19.  CONSIDERANDO A NOTA INFORMATIVA N° 01/2020 SES/COSEMS/SC, DE 24 DE JUNHO DE 2020, QUE TRAZ ORIENTAÇÕES COMPLEMENTARES RELACIONADAS AO EVENTUAL USO PRECOCE DE CLOROQUINA EM PACIENTES SINTOMÁTICOS COM DIAGNÓSTICO DA COVID-19.  CONSIDERANDO A RESOLUÇÃO DE DIRETORIA COLEGIADA - RDC Nº 405, DE 22 DE JULHO DE 2020, QUE ESTABELECE AS MEDIDAS DE CONTROLE PARA OS MEDICAMENTOS QUE CONTENHAM SUBSTÂNCIAS CONSTANTES DO ANEXO I DESTA RESOLUÇÃO, ISOLADAS OU EM ASSOCIAÇÃO, EM VIRTUDE DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL (ESPII) RELACIONADA AO NOVO CORONAVÍRUS (SARS-COV-2).  CONSIDERANDO A OFERTA DOS REFERIDOS MEDICAMENTOS AOS USUÁRIOS ATRAVÉS DE REDES AUXILIARES DE FARMÁCIAS QUE PREFERENCIALMENTE POSSUAM ATENDIMENTO 24 HORAS, FATOR ESSE QUE AMPLIARÁ O ACESSO.  CONSIDERANDO O ALCANCE DE TODOS OS USUÁRIOS A ESTE SERVIÇO, SEJAM ELES ORIUNDOS DOS SERVIÇOS DE SAÚDE PÚBLICOS OU PRIVADOS.   É APRESENTADO O PRESENTE DOCUMENTO, CUJO OBJETIVO GERAL É REALIZAR A CHAMADA PÚBLICA PARA CREDENCIAMENTO DE PESSOAS JURÍDICAS PREFEITURA MUNICIPAL DE FLORIANÓPOLIS SECRETARIA MUNICIPAL DE SAÚDE( ANEXOS AO DIÁRIO ) 04/08/2020DIÁRIO OFICIAL ELETRÔNICO DO MUNICÍPIO EDIÇÃO Nº 2748S.M.C.C.",7
"SECRETÁRIO: EVERSON MENDES  CONTROLE: THAMARA MALTA TELEFONE: (48) 3251-6062 INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19.",7
"DO OBJETO  O PRESENTE CREDENCIAMENTO TEM POR OBJETO PACTUAR A CONJUNÇÃO DE ESFORÇOS PARA A REALIZAÇÃO DA DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS QUE PREFERENCIALMENTE POSSUAM ATENDIMENTO 24 HORAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19, CONFORME DESCRIÇÕES CONTIDAS NESTE TERMO DE REFERÊNCIA.",7
"CREDENCIAMENTO DE PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS QUE PREFERENCIALMENTE POSSUAM ATENDIMENTO 24 HORAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19.",7
FORNECIMENTO DOS MEDICAMENTOS CLOROQUINA 150 MG E HIDROXICLOROQUINA 400 MG EXCLUSIVAMENTE PARA O TRATAMENTO DE PRECOCE DE PACIENTES COM DIAGNÓSTICO DA COVID-19. 3.2.,6
"CHAMADA PÚBLICA Nº 004/SMS/2020 - O MUNICÍPIO DE FLORIANÓPOLIS, POR INTERMÉDIO DA SECRETARIA MUNICIPAL DE SAÚDE (SMS), COM SEDE NA AVENIDA PROF. HENRIQUE DA SILVA FONTES, N° 6.100 – TRINDADE, FLORIANÓPOLIS/SC, TORNA PÚBLICO O PRESENTE EDITAL DE CHAMADA PÚBLICA DESTINADO A PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19, CONFORME DESCRIÇÕES CONTIDAS NO TERMO DE REFERÊNCIA.",7
"OBJETO: CREDENCIAMENTO DE PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS QUE PREFERENCIALMENTE POSSUAM ATENDIMENTO 24 HORAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19.",7
"SECRETÁRIO: EVERSON MENDES  CONTROLE: THAMARA MALTA TELEFONE: (48) 3251-6062 CHAMADA PÚBLICA Nº 004/SMS/2020  INSTRUÇÕES AOS PROPONENTES  O MUNICÍPIO DE FLORIANÓPOLIS, POR INTERMÉDIO DA SECRETARIA MUNICIPAL DE SAÚDE (SMS), COM SEDE NA AVENIDA PROFESSOR HENRIQUE DA SILVA FONTES, Nº 6100, BAIRRO TRINDADE, NA CIDADE DE FLORIANÓPOLIS/SC, TORNA PÚBLICO O PRESENTE EDITAL DE CHAMADA PÚBLICA DESTINADO A PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19, CONFORME DESCRIÇÕES CONTIDAS NO TERMO DE REFERÊNCIA (ANEXO I).",7
"DO OBJETO   A PRESENTE CHAMADA PÚBLICA TEM COMO OBJETO O CREDENCIAMENTO DE PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19, CONFORME DESCRIÇÕES CONTIDAS NO TERMO DE REFERÊNCIA EM ANEXO.",7
"APRESENTAÇÃO  CONSIDERANDO A NOTA INFORMATIVA Nº 9/2020-SE/GAB/SE/MS, QUE TRAZ ORIENTAÇÕES PARA MANUSEIO MEDICAMENTOSO PRECOCE DE PACIENTES COM DIAGNÓSTICO DA COVID-19. CONSIDERANDO A NOTA INFORMATIVA N° 01/2020 SES/COSEMS/SC, DE 24 DE JUNHO DE 2020, QUE TRAZ ORIENTAÇÕES COMPLEMENTARES RELACIONADAS AO EVENTUAL USO PRECOCE DE CLOROQUINA EM PACIENTES SINTOMÁTICOS COM DIAGNÓSTICO DA COVID-19. CONSIDERANDO A RESOLUÇÃO DE DIRETORIA COLEGIADA - RDC Nº 405, DE 22 DE JULHO DE 2020, QUE ESTABELECE AS MEDIDAS DE CONTROLE PARA OS MEDICAMENTOS QUE CONTENHAM SUBSTÂNCIAS CONSTANTES DO ANEXO I DESTA RESOLUÇÃO, ISOLADAS OU EM ASSOCIAÇÃO, EM VIRTUDE DA EMERGÊNCIA DE SAÚDE PÚBLICA DE IMPORTÂNCIA INTERNACIONAL (ESPII) RELACIONADA AO NOVO CORONAVÍRUS (SARS-COV-2). CONSIDERANDO A OFERTA DOS REFERIDOS MEDICAMENTOS AOS USUÁRIOS ATRAVÉS DE REDES AUXILIARES DE FARMÁCIAS QUE PREFERENCIALMENTE POSSUAM ATENDIMENTO 24 HORAS, FATOR ESSE QUE AMPLIARÁ O ACESSO. CONSIDERANDO O ALCANCE DE TODOS OS USUÁRIOS A ESTE SERVIÇO, SEJAM ELES ORIUNDOS DOS SERVIÇOS DE SAÚDE PÚBLICOS OU PRIVADOS.   É APRESENTADO O PRESENTE DOCUMENTO, CUJO OBJETIVO GERAL É REALIZAR A CHAMADA PÚBLICA PARA CREDENCIAMENTO DE PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE PREFEITURA MUNICIPAL DE FLORIANÓPOLIS SECRETARIA MUNICIPAL DE SAÚDE( ANEXOS AO DIÁRIO ) 20/08/2020DIÁRIO OFICIAL ELETRÔNICO DO MUNICÍPIO EDIÇÃO Nº 2760S.M.C.C.",7
"DO OBJETO  O PRESENTE CREDENCIAMENTO TEM POR OBJETO PACTUAR A CONJUNÇÃO DE ESFORÇOS PARA A REALIZAÇÃO DA DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS QUE PREFERENCIALMENTE POSSUAM ATENDIMENTO 24 HORAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19, CONFORME DESCRIÇÕES CONTIDAS NESTE TERMO DE REFERÊNCIA.",7
"CREDENCIAMENTO DE PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150 MG E HIDROXICLOROQUINA 400 MG, UTILIZANDO-SE, GRATUITAMENTE, DE UMA REDE AUXILIAR DE FARMÁCIAS QUE PREFERENCIALMENTE POSSUAM ATENDIMENTO 24 HORAS, DE MODO A IMPLEMENTAR UMA ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO DESTE MUNICÍPIO, PARA O TRATAMENTO DE CASOS LEVES DE COVID-19.",7
FORNECIMENTO DOS MEDICAMENTOS CLOROQUINA 150 MG E/OU HIDROXICLOROQUINA 400 MG EXCLUSIVAMENTE PARA O TRATAMENTO DE PRECOCE DE PACIENTES COM DIAGNÓSTICO DA COVID-19. PREFEITURA MUNICIPAL DE FLORIANÓPOLIS SECRETARIA MUNICIPAL DE SAÚDE( ANEXOS AO DIÁRIO ) 20/08/2020DIÁRIO OFICIAL ELETRÔNICO DO MUNICÍPIO EDIÇÃO Nº 2760S.M.C.C.,6
"OBJETO:  “AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO: HIDROXICLOROQUINA 400MG E AZITRO-MICINA 500 MG, OBJETIVANDO FORTALECER OS PROCEDIMENTOS DE ENFRENTAMENTO DA PANDEMIA CAUSADA PELO COVID-19 NO MUNI-CÍPIO DE BELÉM”VALOR:  O VALOR DO CONTRATO É DE  R$ 1.302.000,00 (UM MILHÃO TREZENTOS E DOIS MIL REAIS).",6
"4º DA LEI Nº 13.979/2020, BEM COMO NA LEI Nº 8.666/93 E SUAS ALTERAÇÕES POSTERIORES, RESULTANTE DA DISPENSA DE LICITAÇÃO Nº 038/2020OBJETO:  “AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO: HIDROXICLOROQUINA 400MG E AZITRO-MICINA 500 MG, OBJETIVANDO FORTALECER OS PROCEDIMENTOS DE ENFRENTAMENTO DA PANDEMIA CAUSADA PELO COVID-19 NO MUNI-CÍPIO DE BELÉM”VALOR:  O VALOR DO CONTRATO É DE R$ 12.256,33 (DOZE MIL DUZEN-TOS E CINQUENTA E SEIS REAIS E TRINTA E TRÊS CENTAVOS)DOTAÇÃO ORÇAMENTÁRIA:  FUNCIONAL PROGRAMÁTICA: 2.09.22.10.122.0001 ATIVIDADE: 2176 ELEMENTO: 33.90.30/33.90.39 FONTE: 1211010100 FUNCIONAL PROGRAMÁTICA: 2.09.22.10.122.0001 ATIVIDADE: 2176 ELEMENTO: 33.90.30/33.90.39 FONTE: 1214010500VIGÊNCIA:  06 (SEIS) MESES.",0
"CONSIDERANDO A PUBLICAÇÃO DA NOTA INFORMATIVA Nº 5/2020-DAF/SCTIE/MS A QUAL DEFINE O USO DA CLOROQUINA COMO TERAPIA ADJUVANTE NO TRATAMENTO DE FORMAS GRAVES DO COVID-19, RESOLVE:ART.",6
"1º A SECRETARIA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL DISPONIBILIZARÁ A CLOROQUINA 150 MG FORNECIDA PELO MINISTÉRIO DA SAÚDE AOS HOSPITAIS DO DISTRITO FEDERAL PARA OS PACIENTES HOSPITALIZADOS COM FORMA GRAVE E COM CASO CRÍTICO DE COVID-19, CONFORME ESTABELECIDO PELO ÓRGÃO.",6
"VIGÊNCIA:22/04/2020 A 22/07/2020DOTAÇÃO: 1585  –  03.110.10.305.0016.2309.339030000000  – VIGILANCIA EPIDEMIOLOGICA FONTE:  0146000000–  TRANSFERÊNCIA  FUNDO  A  FUNDO  DE  RECURSOS  DO  SUS PROVENIENTE DO GOV OBJETO:  DISPENSA  DE  LICITAÇÃO  PARA  AQUISIÇÃO  DE HIDROXICLOROQUINA  EM  CÁPSULA  PARA  O  COMBATE  AO  COVID-19,  SECRETARIA MUNICIPAL DE SAÚDE MUNICÍPIO DE JUÍNA, MATO GROSSO ALTIR ANTONIO PERUZZO PREFEITO MUNICIPAL EXTRATO DO CONTRATO 067/2020 ESTADO DE MATO GROSSO PREFEITURA MUNICIPAL DE JUINA EXTRATO DE CONTRATO CONTRATO Nº: 067/2020DATA EMISSÃO DO CONTRATO: 22/04/2020PROCESSO:DISPENSA DE LICITAÇÃO 041/2020CONTRATADO:RODO BENS VEICULOS COMERCIAIS CUIABA S.A VALOR: R$1.641,50 (HUM MIL SEISCENTOS E QUARENTA E UM REAIS).",0
"1º -  DESIGNAR  LÉDIO  DA SILVA SANTOS,  SERVIDOR  NO  CARGO  DE FARMACÊUTICO  BIOQUÍMICO, PARA  EXERCER  A  FISCALIZAÇÃO  DO  CONTRATO  REFERENTE  AO  PROCESSO  Nº 159/2020  –  PREGÃO  PRESENCIAL  Nº  057/2020  – CUJO  OBJETO  É  REGISTRO  DE  PREÇOS  PARA  FUTURA  E EVENTUAL  AQUISIÇÃO  DE  HIDROXICLOROQUINA,  ÁCIDO  ASCÓRBICO  E  AVENTAL  DESCARTÁVEL  PARA  O  ATENDIMENTO AO COVID-19, CONFORME ESPECIFICAÇÃO DO EDITAL.",6
"CONSIDERANDO QUE EM RELAÇÃO À SEGURANÇA, MEDICAMENTOS COMO A HIDROXICLOROQUINA  (EM  ESPECIAL  EM SUA  COMBINAÇÃO  COM  AZITROMICINA)  TEM DEMONSTRADO  GRANDE  ASSOCIAÇÃO COM EVENTOS ADVERSOS CARDIOVASCULARES NAS DOSES QUE VÊM SENDO PRECONIZADAS PARA A COVID-19.",6
"ASIEL BEZERRA DE ARAÚJO PREFEITO MUNICIPAL ANEXO ITERMO DE CIÊNCIA E CONSENTIMENTO HIDROXICLOROQUINA / CLOROQUINA  EM  ASSOCIAÇÃO  COM  AZITROMICINA  PARA COVID 19DIAGNÓSTICO E TRATAMENTO FUI DEVIDAMENTE INFORMADO (A),  EM LINGUAGEM CLARA E OBJETIVA PELO(A) MÉDICO(A), DE QUE AS AVALIAÇÕES MÉDICAS OU LABORATORIAIS REVELARAM POSSIBILIDADE OU COMPROVAÇÃO DE DIAGNÓSTICO: COVID 19 CAUSADA PELO CORONAVÍRUS SARS-COV-2 E COM BASE NESTE DIAGNÓSTICO  ME  FOI  ORIENTADO  O  SEGUINTE  TRATAMENTO/PROCEDIMENTO:  CLOROQUINA  OU  HIDROXICLOROQUINA  EM ASSOCIAÇÃO COM AZITROMICINA.",6
"UM ESTUDO FRANCÊS MOSTROU QUE A ELIMINAÇÃO DO CORONAVÍRUS DA GARGANTA DE PORTADORES DA COVID-19 SE DEU  DE  FORMA  MAIS  RÁPIDA  COM  A  UTILIZAÇÃO  DA  COMBINAÇÃO  DE  HIDROXICLOROQUINA  E  O  ANTIBIÓTICO  AZITROMICINA, QUANDO COMPARADOS A PACIENTES QUE NÃO USARAM AS DROGAS.",6
"ENTRETANTO, NÃO HÁ, ATÉ O  MOMENTO, ESTUDOS SUFICIENTES PARA GARANTIR CERTEZA DE MELHORA CLÍNICA DOS PACIENTES COM COVID-19 QUANDO TRATADOS COM CLOROQUINA OU HIDROXICLOROQUINA. 2  -  A  CLOROQUINA  E  A  E  A  HIDROXICLOROQUINA  PODEM  CAUSAR  EFEITOS COLATERAIS COMO REDUÇÃO DOS GLÓBULOS BRANCOS, DISFUNÇÃO DO FÍGADO, DISFUNÇÃO CARDÍACA E ARRITMIAS, E ALTERAÇÕES VISUAIS POR DANOS NA RETINA.",6
"COMPREENDI,  PORTANTO, QUE NÃO EXISTE GARANTIA DE RESULTADOS POSITIVOS  PARA A COVID-19 E QUE O MEDICAMENTO PROPOSTO PODE INCLUSIVE APRESENTAR EFEITOS COLATERAIS. ESTOU CIENTE DE QUE O TRATAMENTO COM CLOROQUINA OU HIDROXICLOROQUINA ASSOCIADA À AZITROMICINA PODE CAUSAR OS EFEITOS COLATERAIS DESCRITOS ACIMA E OUTROS MENOS GRAVES  OU  MENOS  FREQUENTES,  OS  QUAIS  PODEM  LEVAR  À  DISFUNÇÃO  DE  ÓRGÃOS,  AO  PROLONGAMENTO  DA  INTERNAÇÃO, À INCAPACIDADE TEMPORÁRIA OU PERMANENTE E ATÉ AO ÓBITO.",6
